original_name,gbif_id,gbif_accepted_id,gbif_accepted_name,kingdom,genus,species,gbif_key,family
Senecio nevadensis,3108888,,Senecio nevadensis Boiss. & Reut.,Plantae,Senecio,Senecio nevadensis,3108888,Asteraceae
Senecio retrorsus,3107538,,Senecio retrorsus DC.,Plantae,Senecio,Senecio retrorsus,3107538,Asteraceae
Senecio uspallatensis,3107400,,Senecio uspallatensis Hook. & Arn.,Plantae,Senecio,Senecio uspallatensis,3107400,Asteraceae
Metrosideros nervulosa,3185431,,Metrosideros nervulosa C.Moore & F.Muell.,Plantae,Metrosideros,Metrosideros nervulosa,3185431,Myrtaceae
Dolichos biflorus,2976914,,Macrotyloma (Wight & Arn.) Verdc.,Plantae,Macrotyloma,spp.,2976914,Fabaceae
Phaseolus calcaratus,11143770,,Phaseolus calcaratus Haines,Plantae,Phaseolus,Phaseolus calcaratus,11143770,Fabaceae
Pachypodanthium sp.,7320087,3157467,Pachypodanthium Engl. & Diels,Plantae,Duguetia,sp.,3157467,Annonaceae
Caesalpinia major,11131378,,Caesalpinia major Brenan,Plantae,Caesalpinia,Caesalpinia major,11131378,Fabaceae
Agrimonia nipponica,3002101,,Agrimonia nipponica Koidz.,Plantae,Agrimonia,Agrimonia nipponica,3002101,Rosaceae
Alangium villosum,7326265,,Alangium villosum (Blume) Wangerin,Plantae,Alangium,Alangium villosum,7326265,Cornaceae
Amelanchier alnifolia var. semiintegrifolia,3855057,,Amelanchier alnifolia var. semiintegrifolia (Hook.) C.L.Hitchc.,Plantae,Amelanchier,Amelanchier alnifolia,3855057,Rosaceae
Artemisia stelleriana,3121391,,Artemisia stelleriana Besser,Plantae,Artemisia,Artemisia stelleriana,3121391,Asteraceae
Asplenium obovatum,7310610,,Asplenium obovatum Viv.,Plantae,Asplenium,Asplenium obovatum,7310610,Aspleniaceae
Athrixia phylicoides,3087104,,Athrixia phylicoides DC.,Plantae,Athrixia,Athrixia phylicoides,3087104,Asteraceae
Cinchona spp.,2901235,,Cinchona L.,Plantae,Cinchona,spp.,2901235,Rubiaceae
Cryptogramma crispa,5275447,,Cryptogramma crispa (L.) R.Br.,Plantae,Cryptogramma,Cryptogramma crispa,5275447,Pteridaceae
Diospyros tricolor,4071296,,Diospyros tricolor (Schumach. & Thonn.) Hiern,Plantae,Diospyros,Diospyros tricolor,4071296,Ebenaceae
Echinacea paradoxa,3150925,,Echinacea paradoxa (Norton) Britton,Plantae,Echinacea,Echinacea paradoxa,3150925,Asteraceae
Equisetum x litorale,2687928,,Equisetum × litorale Kühlew. ex Rupr.,Plantae,Equisetum,Equisetum litorale,2687928,Equisetaceae
Eriostemon deserti,5593908,7268856,Eriostemon deserti Pritz. ex Diels & Pritz.,Plantae,Philotheca,Philotheca deserti,7268856,Rutaceae
Filipendula purpurea,2987983,,Filipendula × purpurea Maxim.,Plantae,Filipendula,Filipendula purpurea,2987983,Rosaceae
Fragaria iinumae,3029930,,Fragaria iinumae Makino,Plantae,Fragaria,Fragaria iinumae,3029930,Rosaceae
Fragaria nipponica,3029900,,Fragaria nipponica Makino,Plantae,Fragaria,Fragaria nipponica,3029900,Rosaceae
Galium tricornutum,2913452,,Galium tricornutum Dandy,Plantae,Galium,Galium tricornutum,2913452,Rubiaceae
Gloxinia erinoides,5589075,,Gloxinia erinoides (DC.) Roalson & Boggan,Plantae,Gloxinia,Gloxinia erinoides,5589075,Gesneriaceae
Hemarthria altissima,2706322,,Hemarthria altissima (Poir.) Stapf & C.E.Hubb.,Plantae,Hemarthria,Hemarthria altissima,2706322,Poaceae
Hintonia standleyana,5336473,,Hintonia standleyana Bullock,Plantae,Hintonia,Hintonia standleyana,5336473,Rubiaceae
Hydrostachys angustisecta,3610776,,Hydrostachys angustisecta Engl.,Plantae,Hydrostachys,Hydrostachys angustisecta,3610776,Hydrostachyaceae
Hydrostachys insignis,3610796,,Hydrostachys insignis Mildbr. & Reimann,Plantae,Hydrostachys,Hydrostachys insignis,3610796,Hydrostachyaceae
Hydrostachys polymorpha,3610779,,Hydrostachys polymorpha Klotzsch,Plantae,Hydrostachys,Hydrostachys polymorpha,3610779,Hydrostachyaceae
Lecocarpus pinnatifidus,3091151,,Lecocarpus pinnatifidus Decne.,Plantae,Lecocarpus,Lecocarpus pinnatifidus,3091151,Asteraceae
Linaria maroccana,5415016,,Linaria maroccana Hook.fil.,Plantae,Linaria,Linaria maroccana,5415016,Plantaginaceae
Lomatium macrocarpum,3034329,,Lomatium macrocarpum (Hook. & Arn.) J.M.Coult. & Rose,Plantae,Lomatium,Lomatium macrocarpum,3034329,Apiaceae
Lonicera implexa,7272699,,Lonicera implexa Aiton,Plantae,Lonicera,Lonicera implexa,7272699,Caprifoliaceae
Marsdenia cundurango,7151018,11152945,Marsdenia cundurango Rchb.fil.,Plantae,Ruehssia,Ruehssia cundurango,11152945,Apocynaceae
Neillia tanakae,2987948,,Neillia tanakae Franch. & Sav.,Plantae,Neillia,Neillia tanakae,2987948,Rosaceae
Osmunda regalis,8049341,,Osmunda regalis L.,Plantae,Osmunda,Osmunda regalis,8049341,Osmundaceae
Passiflora murucuja,2874177,,Passiflora murucuja L.,Plantae,Passiflora,Passiflora murucuja,2874177,Passifloraceae
Phacelia campanularia,2928238,,Phacelia campanularia A.Gray,Plantae,Phacelia,Phacelia campanularia,2928238,Hydrophyllaceae
Polystichum aculeatum,7319269,,Polystichum aculeatum (L.) Roth,Plantae,Polystichum,Polystichum aculeatum,7319269,Dryopteridaceae
Polystichum braunii,2651092,,Polystichum braunii (Spenn.) Fée,Plantae,Polystichum,Polystichum braunii,2651092,Dryopteridaceae
Polystichum lonchitis,2651113,,Polystichum lonchitis (L.) Roth,Plantae,Polystichum,Polystichum lonchitis,2651113,Dryopteridaceae
Potentilla centigrana,5367878,,Potentilla centigrana Maxim.,Plantae,Potentilla,Potentilla centigrana,5367878,Rosaceae
Potentilla cryptotaeniae,5367832,,Potentilla cryptotaeniae Maxim.,Plantae,Potentilla,Potentilla cryptotaeniae,5367832,Rosaceae
Potentilla freyniana,5366691,,Potentilla freyniana Bornm.,Plantae,Potentilla,Potentilla freyniana,5366691,Rosaceae
Pourthiaea villosa,8356787,,Pourthiaea villosa (Thunb.) Decne.,Plantae,Pourthiaea,Pourthiaea villosa,8356787,Rosaceae
Prunus sargentii,3020955,,Prunus sargentii Rehder,Plantae,Prunus,Prunus sargentii,3020955,Rosaceae
Pyrrosia drakeana,5648248,,Pyrrosia drakeana (Franch.) Ching,Plantae,Pyrrosia,Pyrrosia drakeana,5648248,Polypodiaceae
Rubus babae,2996811,,Rubus × babae Naruh.,Plantae,Rubus,Rubus babae,2996811,Rosaceae
Rubus deliciosus,2999961,,Rubus deliciosus Torr.,Plantae,Rubus,Rubus deliciosus,2999961,Rosaceae
Rubus foliosus,7880586,,Rubus foliosus Weihe,Plantae,Rubus,Rubus foliosus,7880586,Rosaceae
Rubus microphyllus,7562870,,Rubus microphyllus L.fil.,Plantae,Rubus,Rubus microphyllus,7562870,Rosaceae
Rubus nigakuma,2997634,,Rubus × nigakuma Oka & Naruh.,Plantae,Rubus,Rubus nigakuma,2997634,Rosaceae
Rubus nikaii,2996016,,Rubus × nikaii Ohwi,Plantae,Rubus,Rubus nikaii,2996016,Rosaceae
Rubus pedatus,2993074,,Rubus pedatus Sm.,Plantae,Rubus,Rubus pedatus,2993074,Rosaceae
Rubus pseudochingii,2992907,,Rubus × pseudochingii Naruh. & Masaki,Plantae,Rubus,Rubus pseudochingii,2992907,Rosaceae
Rubus sieboldii,2995482,,Rubus sieboldii Blume,Plantae,Rubus,Rubus sieboldii,2995482,Rosaceae
Rubus sumatranus,2989270,,Rubus sumatranus Miq.,Plantae,Rubus,Rubus sumatranus,2989270,Rosaceae
Rubus tawadanus,2997695,,Rubus × tawadanus Koidz.,Plantae,Rubus,Rubus tawadanus,2997695,Rosaceae
Rubus toyorensis,2997742,,Rubus × toyorensis Koidz.,Plantae,Rubus,Rubus toyorensis,2997742,Rosaceae
Rubus utchinensis,2995854,,Rubus × utchinensis Koidz.,Plantae,Rubus,Rubus utchinensis,2995854,Rosaceae
Salvia lineata,3897503,,Salvia lineata Benth.,Plantae,Salvia,Salvia lineata,3897503,Lamiaceae
Sanguisorba tenuifolia,3029717,5370518,Sanguisorba tenuifolia Fisch. ex Link,Plantae,Poterium,Poterium tenuifolium,5370518,Rosaceae
Scabiosa spp.,2888800,,Scabiosa L.,Plantae,Scabiosa,spp.,2888800,Caprifoliaceae
Sieversia pentapetala,5369934,5369913,Sieversia pentapetala (L.) Greene,Plantae,Geum,Geum pentapetalum,5369913,Rosaceae
Solanum corymbosum,2929459,,Solanum corymbosum Jacq.,Plantae,Solanum,Solanum corymbosum,2929459,Solanaceae
Solanum meridense,3801136,2929212,Solanum meridense Bitter & Pittier,Plantae,Solanum,Solanum hirtum,2929212,Solanaceae
Solanum peruvianum,2929299,,Solanum peruvianum L.,Plantae,Solanum,Solanum peruvianum,2929299,Solanaceae
Sorbus alnifolia,3012762,,Sorbus alnifolia (Siebold & Zucc.) K.Koch,Plantae,Sorbus,Sorbus alnifolia,3012762,Rosaceae
Spiraea blumei,3026935,,Spiraea blumei G.Don,Plantae,Spiraea,Spiraea blumei,3026935,Rosaceae
Spiraea nipponica,3027341,,Spiraea nipponica Maxim.,Plantae,Spiraea,Spiraea nipponica,3027341,Rosaceae
Spiraea nipponica var. tosaensis,3027350,,Spiraea nipponica var. tosaensis (Yatabe) Makino,Plantae,Spiraea,Spiraea nipponica,3027350,Rosaceae
Urtica urens,5361815,,Urtica urens L.,Plantae,Urtica,Urtica urens,5361815,Urticaceae
Acacia angustissima,2981040,2981071,Acacia angustissima (Mill.) Kuntze,Plantae,Acaciella,Acaciella angustissima,2981071,Fabaceae
Adiantum poiretii,7335733,,Adiantum poiretii Wikstr.,Plantae,Adiantum,Adiantum poiretii,7335733,Pteridaceae
Aesculus punduana,3672377,3672337,Aesculus punduana Wall.,Plantae,Aesculus,Aesculus assamica,3672337,Sapindaceae
Agave melliflua,2767050,2767032,Agave melliflua Trel.,Plantae,Agave,Agave americana,2767032,Asparagaceae
Alchornea sidifolia,3055491,,Alchornea sidifolia Müll.Arg.,Plantae,Alchornea,Alchornea sidifolia,3055491,Euphorbiaceae
Alpinia malaccensis,5302216,,Alpinia malaccensis (Burm.f.) Roscoe,Plantae,Alpinia,Alpinia malaccensis,5302216,Zingiberaceae
Amsonia angustifolia,7317102,3169696,Amsonia angustifolia (Aiton) Michx.,Plantae,Amsonia,Amsonia ciliata,3169696,Apocynaceae
Anacardium parvifolium,5544253,,Anacardium parvifolium Ducke,Plantae,Anacardium,Anacardium parvifolium,5544253,Anacardiaceae
Angostura granulosa,3836810,,Angostura granulosa (Kallunki) Kallunki,Plantae,Angostura,Angostura granulosa,3836810,Rutaceae
Aniba terminalis,4180290,,Aniba terminalis Ducke,Plantae,Aniba,Aniba terminalis,4180290,Lauraceae
Antennaria cana,5385588,5385561,Antennaria cana (Fernald & Wiegand) Fernald,Plantae,Antennaria,Antennaria alpina,5385561,Asteraceae
Antizoma angustifolia,3830390,,Antizoma angustifolia (Burch.) Miers ex Harv. & Sond.,Plantae,Antizoma,Antizoma angustifolia,3830390,Menispermaceae
Aria elegans,7272192,,Aria elegans,Plantae,Aria,Aria elegans,7272192,Rosaceae
Aristolochia grandiflora,2874014,,Aristolochia grandiflora Sw.,Plantae,Aristolochia,Aristolochia grandiflora,2874014,Aristolochiaceae
Aristolochia kwangsiensis,11149188,,Aristolochia kwangsiensis Chun & F.C.How ex S.YunLiang,Plantae,Aristolochia,Aristolochia kwangsiensis,11149188,Aristolochiaceae
Aristolochia labiata,2874002,,Aristolochia labiata Willd.,Plantae,Aristolochia,Aristolochia labiata,2874002,Aristolochiaceae
Aristolochia ringens,2873998,,Aristolochia ringens Vahl,Plantae,Aristolochia,Aristolochia ringens,2873998,Aristolochiaceae
Artemisia anethifolia,7692274,,Artemisia anethifolia Weber ex Stechm.,Plantae,Artemisia,Artemisia anethifolia,7692274,Asteraceae
Asarum chingchengense,3588857,8558697,Asarum chingchengense C.Y.Cheng & C.S.Yang,Plantae,Asarum,Asarum splendens,8558697,Aristolochiaceae
Asclepias mellodora,7537973,,Asclepias mellodora A.St.-Hil.,Plantae,Asclepias,Asclepias mellodora,7537973,Apocynaceae
Asparagus tenuifolium,2768817,,Asparagus tenuifolius Lam.,Plantae,Asparagus,Asparagus tenuifolius,2768817,Asparagaceae
Astragalus densifolius,7606584,,Astragalus densifolius Lam.,Plantae,Astragalus,Astragalus densifolius,7606584,Fabaceae
Betula costata,5331601,,Betula costata Trautv.,Plantae,Betula,Betula costata,5331601,Betulaceae
Bosistoa pentacocca,7269204,,Bosistoa pentacocca (F.Muell.) Baill.,Plantae,Bosistoa,Bosistoa pentacocca,7269204,Rutaceae
Brosimum rubescens,3762826,,Brosimum rubescens Taub.,Plantae,Brosimum,Brosimum rubescens,3762826,Moraceae
Caloncoba lophocarpa,3878287,,Caloncoba lophocarpa (Oliv.) Gilg,Plantae,Caloncoba,Caloncoba lophocarpa,3878287,Achariaceae
Capparis aegyptia,5602030,8009467,Capparis aegyptia Lam.,Plantae,Capparis,Capparis spinosa,8009467,Capparaceae
Capparis leucophylla,7273340,5602120,Capparis leucophylla DC.,Plantae,Capparis,Capparis spinosa,5602120,Capparaceae
Capparis zeylanica,5601836,,Capparis zeylanica L.,Plantae,Capparis,Capparis zeylanica,5601836,Capparaceae
Caragana conferta,2943223,,Caragana conferta Benth. ex Baker,Plantae,Caragana,Caragana conferta,2943223,Fabaceae
Carpesium lipskyi,3094837,,Carpesium lipskyi C.Winkl.,Plantae,Carpesium,Carpesium lipskyi,3094837,Asteraceae
Castanopsis indica,5332911,,Castanopsis indica (Roxb. ex Lindl.) A.DC.,Plantae,Castanopsis,Castanopsis indica,5332911,Fagaceae
Celtis laevigata,2984491,,Celtis laevigata Willd.,Plantae,Celtis,Celtis laevigata,2984491,Cannabaceae
Centrosema sagittatum,7830690,,Centrosema sagittatum (Humb. & Bonpl. ex Willd.) Brandegee,Plantae,Centrosema,Centrosema sagittatum,7830690,Fabaceae
