original_name,gbif_id,gbif_accepted_id,gbif_accepted_name,kingdom,genus,species,gbif_key
Eucalyptus tessellaris,6437489,5418427.0,Eucalyptus tessellaris F.Muell.,Plantae,Eucalyptus,tessellaris,5418427
Marsypianthes glomerata,3905550,,Marsypianthes glomerata C.Presl,Plantae,Marsypianthes,glomerata,3905550
Nicotiana rustica,2928775,,Nicotiana rustica L.,Plantae,Nicotiana,rustica,2928775
Oocephalus oppositiflorus,7576391,,Oocephalus oppositiflorus (Schrank) Harley & J.F.B.Pastore,Plantae,Oocephalus,oppositiflorus,7576391
Schistochila aligera,7399230,,Schistochila aligera (Nees & Blume) J.B.Jack & Steph.,Plantae,Schistochila,aligera,7399230
Symphyotrichum undulatum,3151787,,Symphyotrichum undulatum (L.) G.L.Nesom,Plantae,Symphyotrichum,undulatum,3151787
Teucrium spinosum,3892988,,Teucrium spinosum L.,Plantae,Teucrium,spinosum,3892988
Triptilion benaventei,4209246,,Triptilion benaventii J.Rémy,Plantae,Triptilion,benaventei,4209246
Torilis arvensis,3034823,,Torilis arvensis (Huds.) Link,Plantae,Torilis,arvensis,3034823
Solanecio angulatus,3090960,,Solanecio angulatus (Vahl) C.Jeffrey,Plantae,Solanecio,angulatus,3090960
Helminthotheca aculeata (Vahl) Lack,3141845,,Helminthotheca aculeata (Vahl) Lack,Plantae,Helminthotheca,aculeata,3141845
Picris aculeata,3141846,7223368.0,Picris aculeata Vahl,Plantae,Picris,aculeata,7223368
Uvaria pandensis,3154243,,Uvaria pandensis Verdc.,Plantae,Uvaria,pandensis,3154243
Hedypnois cretica,5394840,,Hedypnois cretica (L.) Dum.Cours.,Plantae,Hedypnois,cretica,5394840
Acacia pulchella,2980170,,Acacia pulchella R.Br.,Plantae,Acacia,pulchella,2980170
Acer pycnanthum,3768230,,Acer pycnanthum K.Koch,Plantae,Acer,pycnanthum,3768230
Amberboa ramosa,3122175,,Amberboa ramosa (Roxb.) Jofri,Plantae,Amberboa,ramosa,3122175
Artemisia mesatlantica,3121256,,Artemisia mesatlantica Maire,Plantae,Artemisia,mesatlantica,3121256
Brya ebenus,5348895,,Brya ebenus (L.) DC.,Plantae,Brya,ebenus,5348895
Calceolaria chelidonioides,3172127,,Calceolaria chelidonioides Kunth,Plantae,Calceolaria,chelidonioides,3172127
Calceolaria mexicana,3725541,,Calceolaria mexicana Benth.,Plantae,Calceolaria,mexicana,3725541
Calceolaria pavonii,3724397,,Calceolaria pavonii Benth.,Plantae,Calceolaria,pavonii,3724397
Calceolaria scabiosifolia,4076921,,Calceolaria scabiosifolia Sieber ex Sims,Plantae,Calceolaria,scabiosifolia,4076921
Calceolaria tripartita,3172126,,Calceolaria tripartita Ruiz & Pav.,Plantae,Calceolaria,tripartita,3172126
Caragana pygmaea,2943272,,Caragana pygmaea (L.) DC.,Plantae,Caragana,pygmaea,2943272
Cephalotaxus fortunei,2685265,,Cephalotaxus fortunei Hook.,Plantae,Cephalotaxus,fortunei,2685265
Chresta martii,3142074,,Chresta martii (DC.) H.Rob.,Plantae,Chresta,martii,3142074
Combretum leprosum,3698829,,Combretum leprosum Mart.,Plantae,Combretum,leprosum,3698829
Corydalis taliensis,7314841,,Corydalis taliensis Franch.,Plantae,Corydalis,taliensis,7314841
Eriocephalus scariosus,3130139,,Eriocephalus scariosus DC.,Plantae,Eriocephalus,scariosus,3130139
Eupatorium mikanioides,5403162,,Eupatorium mikanioides Chapm.,Plantae,Eupatorium,mikanioides,5403162
Garcinia lateriflora,3189557,,Garcinia lateriflora Blume,Plantae,Garcinia,lateriflora,3189557
Helipterum charsleyae,3137660,3137658.0,Helipterum charsleyae F.Muell.,Plantae,Helipterum,charsleyae,3137658
Hypericum elodeoides,7330142,,Hypericum elodeoides Choisy,Plantae,Hypericum,elodeoides,7330142
Lotus maritimus,5356973,,Lotus maritimus L.,Plantae,Lotus,maritimus,5356973
Macfadyena cynanchoides,5668408,7298320.0,Macfadyena cynanchoides (Cham.) Morong,Plantae,Macfadyena,cynanchoides,7298320
Microliabum candidum,3146332,,Microliabum candidum (Griseb.) H.Rob.,Plantae,Microliabum,candidum,3146332
Philotheca myoporoides,7268825,,Philotheca myoporoides (DC.) Bayly,Plantae,Philotheca,myoporoides,7268825
Piliostigma malabaricum,2947990,,Piliostigma malabaricum (Roxb.) Benth.,Plantae,Piliostigma,malabaricum,2947990
Rabdosia macrocalyx,5607151,5608938.0,Rabdosia macrocalyx (Dunn) H.Hara,Plantae,Rabdosia,macrocalyx,5608938
Riella affinis,4276570,,Riella affinis M.Howe & Underw.,Plantae,Riella,affinis,4276570
Riella americana,2688656,,Riella americana M.Howe & Underw.,Plantae,Riella,americana,2688656
Roldana sessilifolia,3108185,,Roldana sessilifolia (Hook. & Arn.) H.Rob. & Brettell,Plantae,Roldana,sessilifolia,3108185
Selaginella moellendorffii,5836522,,Selaginella moellendorffii Hieron.,Plantae,Selaginella,moellendorffii,5836522
Sideritis pumila,3889202,,Sideritis pumila (Christ) Mend.-Heuer,Plantae,Sideritis,pumila,3889202
Stachys candida,7547054,,Stachys candida Bory & Chaub.,Plantae,Stachys,candida,7547054
Stachys chrysantha,3884298,,Stachys chrysantha Boiss. & Heldr.,Plantae,Stachys,chrysantha,3884298
Trichophorum cespitosum,2710592,,Trichophorum cespitosum (L.) Hartm.,Plantae,Trichophorum,cespitosum,2710592
Vouacapoua macropetala,2940386,,Vouacapoua macropetala Sandwith,Plantae,Vouacapoua,macropetala,2940386
Xylopia columbiana,3157227,,Xylopia columbiana R.E.Fr.,Plantae,Xylopia,columbiana,3157227
Xyris itatiayensis,2693060,,Xyris itatiayensis (Malme) Wand. & Sajo,Plantae,Xyris,itatiayensis,2693060
Allophylus laevigatus,5577426,,Allophylus laevigatus (Turcz.) Radlk.,Plantae,Allophylus,laevigatus,5577426
Anemone coronaria,3033261,,Anemone coronaria L.,Plantae,Anemone,coronaria,3033261
Annona montana,5407165,,Annona montana Macfad.,Plantae,Annona,montana,5407165
Anthocleista djalonensis,4019367,,Anthocleista djalonensis A.Chev.,Plantae,Anthocleista,djalonensis,4019367
Aristolochia mollissima,3588500,10906120.0,Aristolochia mollissima Hance,Plantae,Aristolochia,mollissima,10906120
Artemisia gypsacea,3121627,,"Artemisia gypsacea Krasch., Popov & Lincz. ex Poljakov",Plantae,Artemisia,gypsacea,3121627
Asplenium ruprechtii,4257617,,Asplenium ruprechtii Sa.Kurata,Plantae,Asplenium,ruprechtii,4257617
Aster conspicuus,7808334,,"Aster conspicuus Less., 1900",Plantae,Aster,conspicuus,7808334
Astroloma humifusum,7288486,4010377.0,Astroloma humifusum (Cav.) R.Br.,Plantae,Astroloma,humifusum,4010377
Austrocylindropuntia cylindrica,3951322,,Austrocylindropuntia cylindrica (Lam.) Backeb.,Plantae,Austrocylindropuntia,cylindrica,3951322
Beilschmiedia,3034072,,Beilschmiedia Nees,Plantae,Beilschmiedia,spp.,3034072
Berberis fremontii,3033872,10511919.0,Berberis fremontii Torr.,Plantae,Berberis,fremontii,10511919
Cipadessa boivinina,3851809,3851146.0,Cipadessa boiviniana Baill.,Plantae,Cipadessa,boivinina,3851146
Croton lechleri,3057776,,Croton lechleri Müll.Arg.,Plantae,Croton,lechleri,3057776
Cryptocarya idenburgensis,4176333,,Cryptocarya idenburgensis C.K.Allen,Plantae,Cryptocarya,idenburgensis,4176333
Didymochlaena truncatula,4047017,,Didymochlaena truncatula (Sw.) J.Sm.,Plantae,Didymochlaena,truncatula,4047017
Eugenia exsucca,5419707,3185537.0,Eugenia exsucca DC.,Plantae,Eugenia,exsucca,3185537
Euphorbia pedroi,3067967,,Euphorbia pedroi Molero & Rovira,Plantae,Euphorbia,pedroi,3067967
Friesodielsia velutina,3156755,,Friesodielsia velutina (Sprague & Hutch.) Steenis,Plantae,Friesodielsia,velutina,3156755
Garberia heterophylla,3118103,,Garberia heterophylla (Bartram) Merr. & R.M.Harper,Plantae,Garberia,heterophylla,3118103
Gardenia gordoni,5335103,,Gardenia gordonii Baker,Plantae,Gardenia,gordoni,5335103
